,Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for,ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued,Not issued rate for ATVs,Uniform visas applied for,Total  uniform visas issued (including MEV),Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs),Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas
913,Italy,BULGARIA,SOFIA,3,3,0,0,0,1214678,1219074,17964,37.6%,0,6,1.4%,419,413,6,1.4%,0.0
1333,Norway,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,1774466,1780969,25956,26.8%,54,"1,03",24.6%,"4,183","3,153","1,03",24.6%,0.0
222,Czech Republic,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,293694,294622,4815,31.5%,48,2165,21.6%,"10,028","7,857","2,165",21.6%,0.0
892,Italy,AUSTRALIA,ADELAIDE,0,0,0,0,0,1186689,1190979,17564,6.7%,0,11,6.3%,176,165,11,6.3%,0.0
516,France,TAIWAN,TAIPEI,3,3,0,0,0,685546,687949,10409,5.1%,0,9,2.8%,322,300,9,2.8%,0.0
1143,Malta,TUNISIA,TUNIS,0,0,0,0,0,1521229,1526778,22340,50.3%,14,203,20.5%,991,782,203,20.5%,0.0
1159,Netherlands,BOSNIA AND HERZEGOVINA,SARAJEVO,0,0,0,0,0,1542554,1548184,22645,81.4%,0,26,30.6%,85,59,26,30.6%,0.0
1449,Portugal,BRAZIL,SAO PAULO,2,1,0,1,50.0%,1929075,1936159,28163,33.3%,0,149,52.5%,286,136,150,52.4%,0.0
1807,Sweden,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,2406227,2415108,34975,20.5%,66,762,20.2%,"3,77","2,929",762,20.2%,0.0
1073,Lithuania,CHINA,BEIJING,0,0,0,0,0,1427931,1433129,21008,14.8%,1,171,10.1%,"1,701","1,532",171,10.1%,0.0
829,Hungary,INDONESIA,JAKARTA,0,0,0,0,0,1102721,1106695,16365,60.5%,3,32,0.6%,"5,392","5,36",32,0.6%,0.0
1307,Norway,KENYA,NAIROBI,0,0,0,0,0,1739813,1746185,25461,9.4%,27,208,19.1%,"1,09",882,208,19.1%,0.0
1072,Lithuania,CANADA,OTTAWA,0,0,0,0,0,1426598,1431791,20989,55.0%,0,1,4.8%,21,20,1,4.8%,0.0
42,Austria,SENEGAL,DAKAR,0,0,0,0,0,53785,53810,1390,23.6%,0,622,53.8%,"1,157",535,622,53.8%,0.0
998,Italy,SAN MARINO,SAN MARINO,0,0,0,0,0,1327969,1332791,19581,97.7%,0,2,0.5%,437,435,2,0.5%,0.0
1561,Slovakia,UNITED KINGDOM,LONDON,0,0,0,0,0,2078351,2085998,30294,68.0%,5,15,3.9%,382,367,15,3.9%,0.0
1755,Sweden,AUSTRALIA,CANBERRA,0,0,0,0,0,2336920,2345540,33986,71.4%,0,0,0,10,7,0,0,0.0
1747,Spain,USA,"SAN JUAN, PR",0,0,0,0,0,2326257,2334837,33834,4.3%,0,0,0,120,116,0,0,0.0
483,France,NIGERIA,ABUJA,54,28,0,25,46.3%,641562,643800,9781,24.8%,270,3510,45.1%,"7,841","4,479","3,535",45.1%,0.0
598,Germany,HONG KONG S.A.R.,HONG KONG,0,0,0,0,0,794837,797652,11970,98.6%,132,18,0.8%,"2,209","2,191",18,0.8%,0.0
1146,Malta,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,1525228,1530792,22397,25.6%,0,46,32.9%,140,90,46,32.9%,0.0
1819,Switzerland,BRAZIL,RIO DE JANEIRO,0,0,0,0,0,2422221,2431162,35204,73.1%,0,6,18.8%,32,26,6,18.8%,0.0
718,Greece,AUSTRALIA,PERTH,0,0,0,0,0,954777,958194,14253,21.4%,0,0,0,351,351,0,0,0.0
1625,Spain,CHINA,SHANGHAI,0,0,0,0,0,2163652,2171620,31512,4.7%,175,"1,089",1.1%,"102,397","100,357","1,089",1.1%,0.0
770,Greece,POLAND,WARSAW,0,0,0,0,0,1024084,1027762,15243,0,0,0,0,2,2,0,0,0.0
178,Czech Republic,INDONESIA,JAKARTA,0,0,0,0,0,235049,235757,3978,18.7%,0,7,0.4%,"1,628","1,619",7,0.4%,0.0
833,Hungary,ISRAEL,TEL AVIV,0,0,0,0,0,1108052,1112046,16441,17.5%,3,62,11.4%,545,483,62,11.4%,0.0
653,Germany,POLAND,WARSAW,0,0,0,0,0,868143,871234,13016,85.0%,0,0,0,20,20,0,0,0.0
431,France,GABON,LIBREVILLE,0,0,0,0,0,572255,574232,8792,17.5%,0,4772,23.1%,"20,64","15,633","4,772",23.1%,0.0
874,Hungary,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,1162698,1166898,17222,53.7%,3,800,20.0%,"4,007","3,207",800,20.0%,0.0
1802,Sweden,THAILAND,BANGKOK,0,0,0,0,0,2399563,2408419,34880,18.8%,49,"1,819",10.4%,"17,516","15,315","1,819",10.4%,0.0
652,Germany,PHILIPPINES,MANILA,0,0,0,0,0,866810,869896,12997,98.5%,7,1939,10.3%,"18,829","16,89","1,939",10.3%,0.0
1211,Netherlands,MEXICO,MEXICO CITY,22,20,16,2,9.1%,1611861,1617752,23634,93.4%,0,16,8.4%,212,187,18,8.5%,0.0
1069,Lithuania,BELARUS,GRODNO,0,0,0,0,0,1422600,1427778,20932,93.1%,16,139,0.4%,"34,845","34,688",139,0.4%,0.0
32,Austria,MEXICO,MEXICO CITY,0,0,0,0,0,40456,40431,1200,100.0%,0,0,0,38,38,0,0,0.0
669,Germany,SOUTH AFRICA,CAPE TOWN,0,0,0,0,0,889468,892639,13321,99.9%,9,328,2.8%,"11,66","11,332",328,2.8%,0.0
1511,Portugal,UNITED KINGDOM,MANCHESTER,0,0,0,0,0,2011710,2019106,29343,49.1%,6,38,2.0%,"1,855","1,817",38,2.0%,0.0
1402,Poland,ROMANIA,BUCHAREST,0,0,0,0,0,1866432,1873280,27269,24.0%,0,22,10.7%,205,183,22,10.7%,0.0
315,Finland,CANADA,OTTAWA,0,0,0,0,0,417647,419042,6585,0,0,0,0,1,0,0,0,0.0
1497,Portugal,SOUTH AFRICA,CAPE TOWN,0,0,0,0,0,1993050,2000376,29076,47.3%,7,56,1.5%,"3,645","3,589",56,1.5%,0.0
1384,Poland,KAZAKHSTAN,ALMATY,0,0,0,0,0,1842441,1849199,26926,18.1%,3,282,8.7%,"3,224","2,942",282,8.7%,0.0
1125,Luxembourg,USA,"SAN FRANCISCO, CA",0,0,0,0,0,1497238,1502697,21998,0.8%,0,2,0.8%,254,252,2,0.8%,0.0
1471,Portugal,INDIA,GOA,0,0,0,0,0,1958397,1965592,28582,2.5%,18,333,10.4%,"3,193","2,86",333,10.4%,0.0
1522,Slovakia,AUSTRALIA,CANBERRA,0,0,0,0,0,2026371,2033822,29552,25.0%,0,0,0,16,16,0,0,0.0
1356,Poland,CHILE,SANTIAGO DE CHILE,0,0,0,0,0,1805122,1811740,26393,55.6%,0,2,18.2%,11,9,2,18.2%,0.0
1354,Poland,CANADA,TORONTO,0,0,0,0,0,1802456,1809064,26355,48.9%,0,8,3.3%,241,233,8,3.3%,0.0
1546,Slovakia,MEXICO,MEXICO CITY,0,0,0,0,0,2058359,2065930,30009,25.0%,0,0,0,4,4,0,0,0.0
1810,Sweden,VIETNAM,HANOI,0,0,0,0,0,2410226,2419122,35032,40.0%,0,1,3.0%,33,10,1,3.0%,0.0
1579,Slovenia,ISRAEL,TEL AVIV,0,0,0,0,0,2102342,2110079,30637,98.6%,32,2,1.9%,108,106,2,1.9%,0.0
734,Greece,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,0,0,0,0,0,976102,979599,14558,28.0%,5,434,57.9%,750,316,434,57.9%,0.0
58,Austria,USA,"NEW YORK, NY",0,0,0,0,0,75110,75215,1694,66.1%,2,55,5.5%,"1,007",952,55,5.5%,0.0
1063,Latvia,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,1414603,1419751,20818,27.3%,6,348,46.3%,752,391,348,46.3%,0.0
1855,Switzerland,KAZAKHSTAN,ASTANA,0,0,0,0,0,2470203,2479325,35889,53.8%,0,203,2.6%,"7,852","7,649",203,2.6%,0.0
1691,Spain,MOROCCO,RABAT,0,0,0,0,0,2251619,2259918,32768,36.0%,64,"5,992",25.7%,"23,342","16,441","5,992",25.7%,0.0
117,Belgium,POLAND,WARSAW,0,0,0,0,0,153747,154148,2817,20.0%,0,3,30.0%,10,5,3,30.0%,0.0
1888,Switzerland,THAILAND,BANGKOK,0,0,0,0,0,2514186,2523474,36517,18.5%,6,1364,3.1%,"44,189","42,825","1,364",3.1%,0.0
15,Austria,CYPRUS,NICOSIA,0,0,0,0,0,17798,17688,876,68.5%,4,5,1.0%,494,489,5,1.0%,0.0
789,Greece,TURKEY,ISTANBUL,0,0,0,0,0,1049408,1053181,15604,83.2%,73,3140,3.8%,"83,435","80,295","3,14",3.8%,0.0
115,Belgium,PERU,LIMA,0,0,0,0,0,151081,151472,2779,65.2%,1,11,10.3%,107,90,11,10.3%,0.0
118,Belgium,PORTUGAL,LISBON,0,0,0,0,0,155080,155486,2836,0,0,0,0,5,5,0,0,0.0
545,Germany,ALBANIA,TIRANA,0,0,0,0,0,724198,726746,10961,91.6%,24,19,12.7%,150,131,19,12.7%,0.0
270,Denmark,PAKISTAN,ISLAMABAD,0,0,0,0,0,357670,358839,5728,49.6%,4,1349,48.4%,"2,786","1,315","1,349",48.4%,0.0
264,Denmark,MALI,BAMAKO,0,0,0,0,0,349673,350812,5614,30.3%,1,150,31.1%,483,301,150,31.1%,0.0
411,France,CHINA,WUHAN,1,1,0,0,0,545599,547475,8411,3.3%,0,1827,3.1%,"58,722","56,765","1,827",3.1%,0.0
1222,Netherlands,NORTH MACEDONIA,SKOPJE,0,0,0,0,0,1626522,1632468,23844,87.7%,12,16,15.8%,101,77,16,15.8%,0.0
1362,Poland,CROATIA,ZAGREB,0,0,0,0,0,1813118,1819767,26508,44.4%,0,0,0,9,9,0,0,0.0
1194,Netherlands,INDIA,NEW DELHI,5,1,1,3,60.0%,1589203,1595008,23311,89.0%,6,"3,918",13.5%,"29,114","25,008","3,921",13.5%,0.0
437,France,GUATEMALA,GUATEMALA CITY,0,0,0,0,0,580252,582259,8906,0,0,0,0,6,4,0,0,0.0
784,Greece,SWEDEN,STOCKHOLM,0,0,0,0,0,1042744,1046492,15509,80.0%,0,0,0,5,5,0,0,0.0
1759,Sweden,CHILE,SANTIAGO DE CHILE,0,0,0,0,0,2342251,2350892,34062,37.2%,1,2,4.2%,48,44,2,4.2%,0.0
661,Germany,RUSSIAN FEDERATION,YEKATERINBURG,0,0,0,0,0,878806,881936,13168,48.3%,2,1004,3.9%,"25,987","24,983","1,004",3.9%,0.0
1395,Poland,NIGERIA,ABUJA,0,0,0,0,0,1857102,1863916,27135,28.1%,71,717,58.8%,"1,219",502,717,58.8%,0.0
596,Germany,GUINEA,CONAKRY,0,0,0,0,0,792172,794976,11932,34.2%,3,1616,52.3%,"3,087","1,471","1,616",52.3%,0.0
1589,Slovenia,USA,"CLEVELAND, OH",0,0,0,0,0,2115671,2123458,30827,96.4%,0,0,0,55,55,0,0,0.0
1420,Poland,TURKEY,ANKARA,0,0,0,0,0,1890423,1897362,27611,99.6%,3,266,9.2%,"2,901","2,635",266,9.2%,0.0
451,France,ISRAEL,HAIFA,0,0,0,0,0,598912,600989,9172,46.2%,0,2,14.3%,14,13,2,14.3%,0.0
484,France,NIGERIA,LAGOS,102,24,0,54,52.9%,642895,645138,9800,32.1%,11,12963,50.8%,"25,623","12,365","13,017",50.8%,0.0
1007,Italy,SOUTH KOREA,SEOUL,0,0,0,0,0,1339964,1344831,19752,6.6%,0,5,0.9%,533,528,5,0.9%,0.0
742,Greece,GEORGIA,TBILISSI,0,0,0,0,0,986765,990302,14710,41.5%,3,25,36.2%,69,44,25,36.2%,0.0
461,France,LAOS,VIENTIANE,1,1,0,0,0,612240,614367,9363,9.1%,0,299,10.8%,"2,78","2,464",299,10.8%,0.0
1244,Netherlands,SLOVAKIA,BRATISLAVA,0,0,0,0,0,1655845,1661901,24262,0,0,0,0,2,0,0,0,0.0
4,Austria,AZERBAIJAN,BAKU,1,1,1,0,0,1976,1895,1769,93.4%,2,79,4.0%,"1,977","1,898",79,4.0%,0.0
508,France,SOUTH KOREA,SEOUL,0,0,0,0,0,674883,677246,10257,6.4%,0,22,2.6%,841,816,22,2.6%,0.0
496,France,ROMANIA,BUCHAREST,0,0,0,0,0,658889,661192,10029,18.9%,0,27,3.2%,857,820,27,3.2%,0.0
1427,Poland,UKRAINE,VINNYTSYA,0,0,0,0,0,1899752,1906727,27744,78.0%,0,117,6.4%,"1,828","1,711",117,6.4%,0.0
110,Belgium,MOROCCO,RABAT,0,0,0,0,0,144417,144783,2684,94.2%,15,3,0.5%,567,528,3,0.5%,0.0
1008,Italy,SPAIN,MADRID,0,0,0,0,0,1341297,1346169,19771,70.0%,0,2,9.1%,22,20,2,9.1%,0.0
700,Germany,USA,"NEW YORK, NY",14,14,9,0,0,930786,934112,13911,99.5%,22,69,1.9%,"3,663","3,594",69,1.9%,0.0
1504,Portugal,THAILAND,BANGKOK,0,0,0,0,0,2002380,2009741,29210,57.2%,77,51,3.0%,"1,709","1,658",51,3.0%,0.0
1722,Spain,SOUTH AFRICA,PRETORIA,3,3,0,0,0,2292937,2301391,33358,14.6%,20,119,0.9%,"12,683","12,4",119,0.9%,0.0
63,Belgium,ANGOLA,LUANDA,2,0,0,0,0,81774,81904,1789,53.0%,1,788,41.3%,"1,911","1,046",788,41.2%,0.0
867,Hungary,THAILAND,BANGKOK,0,0,0,0,0,1153368,1157533,17088,19.6%,0,58,2.8%,"2,069","2,011",58,2.8%,0.0
715,Greece,AUSTRALIA,ADELAIDE,0,0,0,0,0,950778,954180,14196,9.6%,0,1,0.5%,188,187,1,0.5%,0.0
740,Greece,ETHIOPIA,ADDIS ABEBA,0,0,0,0,0,984099,987626,14672,21.7%,21,126,33.4%,377,251,126,33.4%,0.0
1235,Netherlands,RUSSIAN FEDERATION,ROSTOV,0,0,0,0,0,1643849,1649860,24091,79.3%,0,85,5.8%,"1,454","1,353",85,5.8%,0.0
86,Belgium,ETHIOPIA,ADDIS ABEBA,0,0,0,0,0,112429,112675,2227,52.4%,28,149,13.2%,"1,132",886,149,13.2%,0.0
832,Hungary,IRELAND,DUBLIN,0,0,0,0,0,1106719,1110708,16422,44.0%,0,13,5.6%,231,218,13,5.6%,0.0
1426,Poland,UKRAINE,ODESA,0,0,0,0,0,1898420,1905389,27725,50.7%,0,99,12.6%,783,684,99,12.6%,0.0
951,Italy,INDIA,NEW DELHI,0,0,0,0,0,1265326,1269912,18687,91.5%,110,7825,20.0%,"39,029","31,204","7,825",20.0%,0.0
156,Czech Republic,BELGIUM,BRUSSELS,0,0,0,0,0,205727,206324,3559,50.0%,0,0,0,2,2,0,0,0.0
181,Czech Republic,IRAQ,ERBIL,0,0,0,0,0,239048,239770,4035,28.2%,0,60,41.4%,145,85,60,41.4%,0.0
1668,Spain,IRAQ,BAGHDAD,0,0,0,0,0,2220964,2229148,32330,40.2%,9,58,4.3%,"1,352","1,193",58,4.3%,0.0
436,France,GREECE,ATHENS,0,0,0,0,0,578919,580921,8887,28.6%,0,0,0,7,7,0,0,0.0
1804,Sweden,TURKEY,ISTANBUL,0,0,0,0,0,2402229,2411095,34918,80.6%,101,694,8.3%,"8,404","7,627",694,8.3%,0.0
1351,Poland,BULGARIA,SOFIA,0,0,0,0,0,1798457,1805050,26298,75.0%,12,18,8.1%,222,204,18,8.1%,0.0
1516,Portugal,USA,"SAN FRANCISCO, CA",0,0,0,0,0,2018374,2025795,29438,66.2%,1,21,2.1%,991,970,21,2.1%,0.0
1436,Poland,VENEZUELA,CARACAS,0,0,0,0,0,1911748,1918767,27916,89.1%,0,2,3.5%,57,55,2,3.5%,0.0
657,Germany,RUSSIAN FEDERATION,KALININGRAD,0,0,0,0,0,873474,876585,13092,88.4%,0,388,1.7%,"22,862","22,474",388,1.7%,0.0
109,Belgium,MOROCCO,CASABLANCA,0,0,0,0,0,143084,143445,2665,52.8%,3,6111,47.4%,"12,889","5,812","6,111",47.4%,0.0
944,Italy,GHANA,ACCRA,0,0,0,0,0,1255996,1260547,18554,43.7%,3,2261,38.9%,"5,806","3,545","2,261",38.9%,0.0
921,Italy,CHINA,CHONGQING,0,0,0,0,0,1225341,1229776,18116,31.5%,0,676,1.3%,"50,912","50,236",676,1.3%,0.0
250,Denmark,GREECE,ATHENS,0,0,0,0,0,331013,332082,5348,33.3%,0,0,0,3,3,0,0,0.0
643,Germany,NORTH KOREA,PYONGYANG,0,0,0,0,0,854815,857855,12826,32.7%,0,13,20.0%,65,52,13,20.0%,0.0
433,France,GERMANY,BERLIN,0,0,0,0,0,574921,576908,8830,0,0,0,0,3,3,0,0,0.0
27,Austria,KAZAKHSTAN,ASTANA,1,1,0,0,0,33792,33742,1104,10.4%,2,137,2.0%,"6,699","6,562",137,2.0%,0.0
1043,Italy,ZAMBIA,LUSAKA,0,0,0,0,0,1387946,1392994,20437,19.4%,0,63,6.2%,"1,013",950,63,6.2%,0.0
1501,Portugal,SPAIN,BARCELONA,0,0,0,0,0,1998382,2005727,29152,100.0%,0,0,0,1,1,0,0,0.0
1619,Spain,CANADA,OTTAWA,0,0,0,0,0,2155655,2163593,31398,3.6%,1,4,1.7%,234,226,4,1.7%,0.0
1486,Portugal,PAKISTAN,ISLAMABAD,0,0,0,0,0,1978389,1985660,28867,6.0%,162,429,22.6%,"1,898","1,469",429,22.6%,0.0
1117,Luxembourg,RUSSIAN FEDERATION,MOSCOW,0,0,0,0,0,1486575,1491994,21846,89.9%,0,43,1.5%,"2,856","2,813",43,1.5%,0.0
685,Germany,TURKEY,ISTANBUL,72,54,54,18,25.0%,910794,914045,13625,99.3%,77,13804,11.0%,"125,774","111,952","13,822",11.0%,0.0
1562,Slovakia,USA,"NEW YORK, NY",0,0,0,0,0,2079684,2087336,30313,64.3%,0,0,0,42,42,0,0,0.0
1324,Norway,SOUTH SUDAN,JUBA,0,0,0,0,0,1762471,1768928,25784,0,6,0,0,9,9,0,0,0.0
603,Germany,INDIA,NEW DELHI,136,109,97,27,19.9%,801502,804341,12065,97.7%,165,5536,12.1%,"45,944","40,381","5,563",12.1%,0.0
1547,Slovakia,NORTH MACEDONIA,SKOPJE,0,0,0,0,0,2059692,2067268,30028,100.0%,0,0,0,4,4,0,0,0.0
582,Germany,CYPRUS,NICOSIA,1,1,1,0,0,773512,776247,11665,61.2%,336,132,7.6%,"1,747","1,615",132,7.6%,0.0
1067,Lithuania,ARMENIA,YEREVAN,0,0,0,0,0,1419934,1425102,20894,40.9%,2,694,9.0%,"7,712","7,045",694,9.0%,0.0
1523,Slovakia,BELARUS,MINSK,0,0,0,0,0,2027704,2035160,29571,47.4%,0,5,0.1%,"3,961","3,956",5,0.1%,0.0
1368,Poland,ETHIOPIA,ADDIS ABEBA,0,0,0,0,0,1821115,1827794,26622,14.1%,0,72,22.4%,321,249,72,22.4%,0.0
1508,Portugal,UKRAINE,KYIV,0,0,0,0,0,2007711,2015092,29286,55.3%,0,138,22.2%,621,483,138,22.2%,0.0
1407,Poland,SAUDI ARABIA,RIYADH,0,0,0,0,0,1873096,1879970,27364,83.5%,26,163,9.5%,"1,718","1,555",163,9.5%,0.0
1821,Switzerland,CAMEROON,YAONDE,0,0,0,0,0,2424887,2433838,35242,35.0%,4,552,37.4%,"1,476",924,552,37.4%,0.0
1041,Italy,VIETNAM,HANOI,0,0,0,0,0,1385281,1390318,20399,5.9%,53,101,2.5%,"4,085","3,984",101,2.5%,0.0
1341,Poland,ARMENIA,YEREVAN,0,0,0,0,0,1785129,1791672,26108,24.3%,0,320,9.0%,"3,537","3,217",320,9.0%,0.0
204,Czech Republic,RUSSIAN FEDERATION,ST. PETERSBURG,0,0,0,0,0,269703,270541,4472,48.5%,0,27,0.3%,"10,09","10,063",27,0.3%,0.0
542,France,VIETNAM,HANOI,0,0,0,0,0,720199,722733,10904,13.7%,216,2814,8.0%,"35,266","32,414","2,814",8.0%,0.0
1530,Slovakia,CUBA,HAVANA,0,0,0,0,0,2037034,2044525,29704,0,0,1,0.9%,113,112,1,0.9%,0.0
435,France,GHANA,ACCRA,0,0,0,0,0,577586,579583,8868,0,0,0,0,132,128,0,0,0.0
834,Hungary,JAPAN,TOKYO,0,0,0,0,0,1109385,1113384,16460,29.8%,0,1,0.7%,142,141,1,0.7%,0.0
1317,Norway,ROMANIA,BUCHAREST,0,0,0,0,0,1753141,1759564,25651,19.0%,2,7,23.3%,30,23,7,23.3%,0.0
525,France,UNITED ARAB EMIRATES,ABU DHABI,5,5,0,0,0,697541,699989,10581,29.2%,19,1186,9.9%,"11,969","10,652","1,186",9.9%,0.0
187,Czech Republic,KENYA,NAIROBI,0,0,0,0,0,247045,247797,4149,27.7%,0,41,11.5%,355,314,41,11.5%,0.0
1157,Netherlands,BANGLADESH,DHAKA,0,0,0,0,0,1539889,1545508,22607,81.8%,0,0,0,11,11,0,0,0.0
1796,Sweden,SINGAPORE,SINGAPORE,0,0,0,0,0,2391566,2400392,34766,0,0,0,0,7,0,0,0,0.0
967,Italy,LIBYA,TRIPOLI,0,0,0,0,0,1286651,1291317,18991,83.0%,449,2381,24.2%,"9,849","7,468","2,381",24.2%,0.0
1114,Luxembourg,NETHERLANDS,THE HAGUE,0,0,0,0,0,1482577,1487981,21788,100.0%,0,1,50.0%,2,1,1,50.0%,0.0
804,Greece,USA,"TAMPA, FL",0,0,0,0,0,1069400,1073248,15890,56.3%,11,0,0,233,233,0,0,0.0
1630,Spain,CROATIA,ZAGREB,0,0,0,0,0,2170317,2178309,31607,32.0%,0,0,0,25,25,0,0,0.0
987,Italy,PAKISTAN,KARACHI,3,1,0,2,66.7%,1313308,1318074,19372,13.6%,2,1904,21.1%,"9,009","7,103","1,906",21.2%,0.0
689,Germany,UKRAINE,KYIV,0,0,0,0,0,916125,919396,13701,61.6%,43,307,5.6%,"5,435","5,128",307,5.6%,0.0
19,Austria,HONG KONG S.A.R.,HONG KONG,0,0,0,0,0,23130,23039,952,19.9%,0,2,0.4%,495,493,2,0.4%,0.0
1640,Spain,EQUATORIAL GUINEA,BATA,63,62,0,0,0,2183645,2191688,31797,14.5%,217,753,19.4%,"3,939","3,079",753,19.1%,0.0
1272,Netherlands,USA,"MIAMI, FL",0,0,0,0,0,1693164,1699360,24795,98.4%,2,25,3.7%,681,641,25,3.7%,0.0
937,Italy,ERITREA,ASMARA,1,1,0,0,0,1246666,1251182,18420,55.0%,6,874,40.6%,"2,156","1,282",874,40.5%,0.0
1751,Spain,ZIMBABWE,HARARE,0,0,0,0,0,2331589,2340189,33910,6.6%,0,7,1.2%,608,591,7,1.2%,0.0
1379,Poland,IRAQ,ERBIL,0,0,0,0,0,1835777,1842510,26831,22.6%,5,"1,404",62.4%,"2,249",845,"1,404",62.4%,0.0
655,Germany,QATAR,DOHA,0,0,0,0,0,870809,873909,13054,90.8%,274,1250,6.6%,"19,027","17,777","1,25",6.6%,0.0
1342,Poland,AUSTRALIA,SYDNEY,0,0,0,0,0,1786462,1793010,26127,32.6%,0,3,1.3%,224,221,3,1.3%,0.0
409,France,CHINA,SHANGHAI,19,17,0,2,10.5%,542933,544799,8373,15.1%,2,18025,7.4%,"243,855","224,602","18,027",7.4%,0.0
1733,Spain,TURKEY,ANKARA,0,0,0,0,0,2307598,2316108,33567,16.3%,14,"1,64",15.8%,"10,364","8,376","1,64",15.8%,0.0
696,Germany,USA,"CHICAGO, IL",49,49,18,0,0,925455,928761,13834,49.9%,10,72,2.5%,"2,925","2,853",72,2.5%,0.0
491,France,PARAGUAY,ASUNCION,0,0,0,0,0,652225,654503,9934,0,0,0,0,1,0,0,0,0.0
509,France,SPAIN,MADRID,0,0,0,0,0,676216,678584,10276,2.5%,0,4,2.9%,136,122,4,2.9%,0.0
1669,Spain,IRELAND,DUBLIN,1,0,0,0,0,2222297,2230485,32349,10.8%,8,23,0.8%,"2,748","2,61",23,0.8%,0.0
675,Germany,SWEDEN,STOCKHOLM,1,1,1,0,0,897465,900666,13435,100.0%,0,0,0,4,4,0,0,0.0
1096,Lithuania,UKRAINE,KYIV,0,0,0,0,0,1458586,1463900,21446,71.2%,6,178,3.3%,"5,38","5,16",178,3.3%,0.0
1164,Netherlands,CANADA,VANCOUVER,1,0,0,0,0,1549218,1554873,22740,97.7%,1,8,1.5%,536,523,8,1.5%,0.0
45,Austria,SLOVENIA,LJUBLJANA,0,0,0,0,0,57783,57823,1447,100.0%,0,0,0,25,25,0,0,0.0
976,Italy,MOROCCO,RABAT,0,0,0,0,0,1298647,1303358,19162,60.0%,1,680,16.8%,"4,042","3,362",680,16.8%,0.0
676,Germany,SWITZERLAND,BERN,0,0,0,0,0,898798,902004,13454,100.0%,2,0,0,9,9,0,0,0.0
1643,Spain,ETHIOPIA,ADDIS ABEBA,0,0,0,0,0,2187643,2195701,31855,7.8%,14,199,20.3%,981,741,199,20.3%,0.0
587,Germany,EGYPT,CAIRO,1,1,1,0,0,780176,782936,11760,80.7%,315,5372,13.9%,"38,536","33,164","5,372",13.9%,0.0
360,Finland,TANZANIA,DAR ES SALAAM,0,0,0,0,0,477624,479245,7441,2.9%,1,61,16.4%,372,308,61,16.4%,0.0
1509,Portugal,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,2009044,2016430,29305,51.5%,52,747,27.6%,"2,708","1,961",747,27.6%,0.0
1275,Netherlands,USA,"WASHINGTON, DC",7,7,6,0,0,1697162,1703374,24852,96.7%,11,55,3.1%,"1,791","1,711",55,3.1%,0.0
1178,Netherlands,CZECH REPUBLIC,PRAGUE,0,0,0,0,0,1567878,1573603,23006,66.7%,7,0,0,11,10,0,0,0.0
133,Belgium,TANZANIA,DAR ES SALAAM,0,0,0,0,0,175072,175554,3121,13.1%,0,56,6.9%,807,715,56,6.9%,0.0
1483,Portugal,MOZAMBIQUE,MAPUTO,0,0,0,0,0,1974391,1981646,28810,40.8%,21,562,6.3%,"8,922","8,36",562,6.3%,0.0
1134,Malta,EGYPT,CAIRO,0,0,0,0,0,1509234,1514738,22169,7.7%,14,161,16.1%,997,810,161,16.1%,0.0
1375,Poland,INDIA,MUMBAI,0,0,0,0,0,1830445,1837159,26755,64.8%,49,476,9.3%,"5,105","4,629",476,9.3%,0.0
368,Finland,USA,"NEW YORK, NY",0,0,0,0,0,488287,489948,7593,23.1%,1,82,9.2%,895,792,82,9.2%,0.0
1479,Portugal,MACAO S.A.R.,MACAO,0,0,0,0,0,1969059,1976295,28734,11.3%,0,16,2.9%,557,541,16,2.9%,0.0
421,France,CYPRUS,NICOSIA,0,0,0,0,0,558927,560853,8602,13.3%,0,29,6.6%,438,392,29,6.6%,0.0
278,Denmark,SINGAPORE,SINGAPORE,0,0,0,0,0,368332,369541,5881,83.4%,0,16,0.5%,"3,472","3,416",16,0.5%,0.0
1688,Spain,MOROCCO,AGADIR,0,0,0,0,0,2247621,2255904,32711,40.6%,31,"2,515",22.8%,"11,028","8,004","2,515",22.8%,0.0
990,Italy,PERU,LIMA,0,0,0,0,0,1317306,1322088,19429,100.0%,0,3,4.7%,64,61,3,4.7%,0.0
235,Denmark,BELGIUM,BRUSSELS,0,0,0,0,0,311021,312014,5062,11.1%,0,0,0,11,9,0,0,0.0
1302,Norway,IRAN,TEHERAN,0,0,0,0,0,1733149,1739496,25366,13.3%,63,592,31.8%,"1,862","1,27",592,31.8%,0.0
