Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for,ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas
Germany,URUGUAY,MONTEVIDEO,2,2,,,,"921 456,17","924 747,53","13 777,40",100.0%,1,2,20.0%,12,10,2,16.7%
Germany,USA,"ATLANTA, GA",36,36,16,,,"922 789,00","926 085,37","13 796,43",67.4%,3,20,1.8%,"1,122","1,102",20,1.8%
Germany,USA,"BOSTON, MA",33,33,3,,,"924 121,83","927 423,22","13 815,46",68.4%,17,2,0.1%,"1,836","1,834",2,0.1%
Germany,USA,"CHICAGO, IL",49,49,18,,,"925 454,66","928 761,07","13 834,49",49.9%,10,72,2.5%,"2,925","2,853",72,2.5%
Germany,USA,"HOUSTON, TX",30,30,14,,,"926 787,49","930 098,91","13 853,51",35.5%,7,73,4.2%,"1,748","1,675",73,4.2%
Germany,USA,"LOS ANGELES, CA",,,,,,"928 120,31","931 436,76","13 872,54",79.4%,14,22,1.1%,"1,916","1,894",22,1.1%
Germany,USA,"MIAMI, FL",17,17,1,,,"929 453,14","932 774,60","13 891,57",42.6%,9,9,1.6%,565,556,9,1.6%
Germany,USA,"NEW YORK, NY",14,14,9,,,"930 785,97","934 112,45","13 910,60",99.5%,22,69,1.9%,"3,663","3,594",69,1.9%
Germany,USA,"SAN FRANCISCO, CA",25,25,17,,,"932 118,80","935 450,30","13 929,63",99.0%,8,28,0.8%,"3,377","3,349",28,0.8%
Germany,USA,"WASHINGTON, DC",16,16,,,,"933 451,63","936 788,14","13 948,66",20.5%,2,46,3.5%,"1,316","1,27",46,3.5%
Germany,UZBEKISTAN,TASHKENT,,,,,,"934 784,46","938 125,99","13 967,69",31.1%,26,1269,12.3%,"10,302","9,033","1,269",12.3%
Germany,VENEZUELA,CARACAS,10,10,8,,,"936 117,29","939 463,84","13 986,71",97.2%,2,7,15.6%,55,48,7,12.7%
Germany,VIETNAM,HANOI,,,,,,"937 450,11","940 801,68","14 005,74",49.0%,4,1563,15.5%,"10,084","8,521","1,563",15.5%
Germany,VIETNAM,HO CHI MINH,,,,,,"938 782,94","942 139,53","14 024,77",99.9%,8,811,10.2%,"7,943","7,132",811,10.2%
Germany,ZAMBIA,LUSAKA,,,,,,"940 115,77","943 477,37","14 043,80",12.3%,1,111,11.0%,"1,013",902,111,11.0%
Germany,ZIMBABWE,HARARE,,,,,,"941 448,60","944 815,22","14 062,83",100.0%,8,129,10.8%,"1,194","1,065",129,10.8%
Greece,ALBANIA,GJIROKASTER,,,,,,"942 781,43","946 153,07","14 081,86",,,,,2,2,,
Greece,ALBANIA,KORCE,,,,,,"944 114,26","947 490,91","14 100,89",187.5%,7,1,6.3%,16,15,1,6.3%
Greece,ALBANIA,TIRANA,,,,,,"945 447,09","948 828,76","14 119,91",61.2%,3,40,16.4%,244,204,40,16.4%
Greece,ALGERIA,ALGIERS,,,,,,"946 779,91","950 166,60","14 138,94",15.8%,,1674,62.2%,"2,692","1,018","1,674",62.2%
Greece,ARGENTINA,BUENOS AIRES,,,,,,"948 112,74","951 504,45","14 157,97",50.0%,1,2,9.5%,21,19,2,9.5%
Greece,ARMENIA,YEREVAN,,,,,,"949 445,57","952 842,30","14 177,00",24.1%,7,1550,11.5%,"13,535","11,985","1,55",11.5%
Greece,AUSTRALIA,ADELAIDE,,,,,,"950 778,40","954 180,14","14 196,03",9.6%,,1,0.5%,188,187,1,0.5%
Greece,AUSTRALIA,CANBERRA,,,,,,"952 111,23","955 517,99","14 215,06",81.3%,,2,4.0%,50,48,2,4.0%
Greece,AUSTRALIA,MELBOURNE,,,,,,"953 444,06","956 855,84","14 234,09",8.5%,,,,858,858,,
Greece,AUSTRALIA,PERTH,,,,,,"954 776,89","958 193,68","14 253,11",21.4%,,,,351,351,,
Greece,AUSTRALIA,SYDNEY,,,,,,"956 109,71","959 531,53","14 272,14",62.1%,,4,0.8%,527,523,4,0.8%
Greece,AZERBAIJAN,BAKU,,,,,,"957 442,54","960 869,37","14 291,17",24.4%,1,216,22.3%,970,754,216,22.3%
Greece,BELGIUM,BRUSSELS,,,,,,"958 775,37","962 207,22","14 310,20",100.0%,,,,3,3,,
Greece,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,"960 108,20","963 545,07","14 329,23",25.0%,6,16,27.6%,58,42,16,27.6%
Greece,BRAZIL,BRASILIA,,,,,,"961 441,03","964 882,91","14 348,26",85.7%,,,,7,7,,
Greece,BRAZIL,SAO PAULO,,,,,,"962 773,86","966 220,76","14 367,29",76.9%,,3,18.8%,16,13,3,18.8%
Greece,BULGARIA,SOFIA,,,,,,"964 106,69","967 558,60","14 386,31",86.8%,26,32,2.9%,"1,103","1,071",32,2.9%
Greece,CANADA,MONTREAL,,,,,,"965 439,51","968 896,45","14 405,34",82.7%,,14,5.8%,240,226,14,5.8%
Greece,CANADA,OTTAWA,,,,,,"966 772,34","970 234,30","14 424,37",67.7%,,,,62,62,,
Greece,CANADA,TORONTO,,,,,,"968 105,17","971 572,14","14 443,40",43.6%,1,24,3.8%,628,604,24,3.8%
Greece,CANADA,VANCOUVER,,,,,,"969 438,00","972 909,99","14 462,43",18.8%,,3,1.8%,163,160,3,1.8%
Greece,CHILE,SANTIAGO DE CHILE,,,,,,"970 770,83","974 247,84","14 481,46",50.0%,,,,20,20,,
Greece,CHINA,BEIJING,,,,,,"972 103,66","975 585,68","14 500,49",4.5%,2,3093,8.1%,"38,042","34,949","3,093",8.1%
Greece,CHINA,GUANGZHOU (CANTON),,,,,,"973 436,49","976 923,53","14 519,51",11.7%,1,778,3.9%,"20,095","19,317",778,3.9%
Greece,CHINA,SHANGHAI,,,,,,"974 769,31","978 261,37","14 538,54",9.4%,,723,1.7%,"42,719","41,996",723,1.7%
Greece,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,"976 102,14","979 599,22","14 557,57",28.0%,5,434,57.9%,750,316,434,57.9%
Greece,CROATIA,ZAGREB,,,,,,"977 434,97","980 937,07","14 576,60",107.7%,3,,,16,16,,
Greece,CUBA,HAVANA,,,,,,"978 767,80","982 274,91","14 595,63",55.0%,,15,5.8%,257,242,15,5.8%
Greece,CYPRUS,NICOSIA,,,,,,"980 100,63","983 612,76","14 614,66",44.9%,19,202,15.6%,"1,299","1,097",202,15.6%
Greece,EGYPT,ALEXANDRIA,,,,,,"981 433,46","984 950,60","14 633,69",56.8%,,337,10.5%,"3,21","2,873",337,10.5%
Greece,EGYPT,CAIRO,,,,,,"982 766,29","986 288,45","14 652,71",27.6%,106,1057,16.0%,"6,606","5,549","1,057",16.0%
Greece,ETHIOPIA,ADDIS ABEBA,,,,,,"984 099,11","987 626,30","14 671,74",21.7%,21,126,33.4%,377,251,126,33.4%
Greece,FRANCE,PARIS,,,,,,"985 431,94","988 964,14","14 690,77",42.9%,5,,,12,12,,
Greece,GEORGIA,TBILISSI,,,,,,"986 764,77","990 301,99","14 709,80",41.5%,3,25,36.2%,69,44,25,36.2%
Greece,GERMANY,STUTTGART,,,,,,"988 097,60","991 639,84","14 728,83",,,,,2,2,,
Greece,HONG KONG S.A.R.,HONG KONG,,,,,,"989 430,43","992 977,68","14 747,86",98.5%,1,1,0.2%,617,616,1,0.2%
Greece,INDIA,NEW DELHI,,,,,,"990 763,26","994 315,53","14 766,89",100.0%,12,5217,11.5%,"45,341","40,124","5,217",11.5%
Greece,INDONESIA,JAKARTA,,,,,,"992 096,09","995 653,37","14 785,91",65.6%,,23,0.5%,"4,234","4,211",23,0.5%
Greece,IRAN,TEHERAN,,,,,,"993 428,91","996 991,22","14 804,94",12.4%,1,4080,50.3%,"8,113","4,033","4,08",50.3%
Greece,IRAQ,BAGHDAD,,,,,,"994 761,74","998 329,07","14 823,97",31.0%,69,463,31.8%,"1,455",992,463,31.8%
Greece,IRELAND,DUBLIN,,,,,,"996 094,57","999 666,91","14 843,00",12.7%,1,2,0.5%,435,433,2,0.5%
Greece,ISRAEL,JERUSALEM,,,,,,"997 427,40","1 001 004,76","14 862,03",31.7%,7,209,10.6%,"1,968","1,759",209,10.6%
Greece,ISRAEL,TEL AVIV,,,,,,"998 760,23","1 002 342,60","14 881,06",7.1%,1,3,0.7%,426,423,3,0.7%
Greece,ITALY,ROME,,,,,,"1 000 093,06","1 003 680,45","14 900,09",29.5%,,6,12.0%,50,44,6,12.0%
Greece,JAPAN,TOKYO,,,,,,"1 001 425,89","1 005 018,30","14 919,11",43.0%,,10,2.5%,408,398,10,2.5%
Greece,JORDAN,AMMAN,,,,,,"1 002 758,71","1 006 356,14","14 938,14",50.5%,13,1184,25.6%,"4,631","3,447","1,184",25.6%
Greece,KAZAKHSTAN,ASTANA,,,,,,"1 004 091,54","1 007 693,99","14 957,17",25.3%,12,119,1.9%,"6,373","6,254",119,1.9%
Greece,KENYA,NAIROBI,,,,,,"1 005 424,37","1 009 031,84","14 976,20",31.5%,,318,16.5%,"1,933","1,615",318,16.5%
Greece,KOSOVO,PRISTINA,,,,,,"1 006 757,20","1 010 369,68","14 995,23",1480.6%,6039,569,8.2%,"6,922","6,353",569,8.2%
Greece,KUWAIT,KUWAIT,,,,,,"1 008 090,03","1 011 707,53","15 014,26",91.6%,5,1500,36.1%,"4,151","2,651","1,5",36.1%
Greece,LEBANON,BEIRUT,1,,,1,100.0%,"1 009 422,86","1 013 045,37","15 033,29",93.6%,114,1399,7.8%,"17,863","16,463","1,4",7.8%
Greece,MEXICO,MEXICO CITY,,,,,,"1 010 755,69","1 014 383,22","15 052,31",52.9%,,1,5.6%,18,17,1,5.6%
Greece,MONTENEGRO,PODGORICA,,,,,,"1 012 088,51","1 015 721,07","15 071,34",88.4%,,3,3.4%,89,86,3,3.4%
Greece,MOROCCO,CASABLANCA,,,,,,"1 013 421,34","1 017 058,91","15 090,37",18.5%,,35,22.0%,159,124,35,22.0%
Greece,MOROCCO,RABAT,,,,,,"1 014 754,17","1 018 396,76","15 109,40",19.9%,3,101,22.4%,451,350,101,22.4%
Greece,NIGERIA,ABUJA,,,,,,"1 016 087,00","1 019 734,60","15 128,43",39.1%,,289,55.2%,524,235,289,55.2%
Greece,NORTH MACEDONIA,BITOLA,,,,,,"1 017 419,83","1 021 072,45","15 147,46",54.1%,,7,15.9%,44,37,7,15.9%
Greece,NORTH MACEDONIA,SKOPJE,,,,,,"1 018 752,66","1 022 410,30","15 166,49",81.7%,89,35,4.9%,721,686,35,4.9%
Greece,PAKISTAN,ISLAMABAD,,,,,,"1 020 085,49","1 023 748,14","15 185,51",17.3%,18,311,42.4%,734,423,311,42.4%
Greece,PERU,LIMA,,,,,,"1 021 418,31","1 025 085,99","15 204,54",33.3%,,,,3,3,,
Greece,PHILIPPINES,MANILA,,,,,,"1 022 751,14","1 026 423,84","15 223,57",45.1%,1,297,6.7%,"4,447","4,15",297,6.7%
Greece,POLAND,WARSAW,,,,,,"1 024 083,97","1 027 761,68","15 242,60",,,,,2,2,,
Greece,QATAR,DOHA,,,,,,"1 025 416,80","1 029 099,53","15 261,63",50.3%,65,249,10.0%,"2,499","2,25",249,10.0%
Greece,ROMANIA,BUCHAREST,,,,,,"1 026 749,63","1 030 437,37","15 280,66",59.8%,3,18,4.1%,434,416,18,4.1%
Greece,RUSSIAN FEDERATION,MOSCOW,,,,,,"1 028 082,46","1 031 775,22","15 299,69",89.9%,8,4202,1.2%,"350,542","346,34","4,202",1.2%
Greece,RUSSIAN FEDERATION,NOVOROSSIISK,,,,,,"1 029 415,29","1 033 113,07","15 318,71",50.0%,29,545,2.2%,"24,541","23,996",545,2.2%
Greece,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"1 030 748,11","1 034 450,91","15 337,74",92.5%,1,68,0.2%,"32,205","32,137",68,0.2%
Greece,SAUDI ARABIA,JEDDAH,,,,,,"1 032 080,94","1 035 788,76","15 356,77",88.5%,1,603,12.8%,"4,709","4,106",603,12.8%
Greece,SAUDI ARABIA,RIYADH,,,,,,"1 033 413,77","1 037 126,60","15 375,80",83.8%,7,554,9.2%,"6,024","5,47",554,9.2%
Greece,SERBIA,BELGRADE,,,,,,"1 034 746,60","1 038 464,45","15 394,83",101.0%,6,,,216,216,,
Greece,SINGAPORE,SINGAPORE,,,,,,"1 036 079,43","1 039 802,30","15 413,86",50.8%,,1,1.6%,62,61,1,1.6%
Greece,SOUTH AFRICA,CAPE TOWN,,,,,,"1 037 412,26","1 041 140,14","15 432,89",99.7%,,170,3.3%,"5,144","4,974",170,3.3%
Greece,SOUTH AFRICA,JOHANNESBURG,,,,,,"1 038 745,09","1 042 477,99","15 451,91",49.7%,1,300,4.0%,"7,561","7,261",300,4.0%
Greece,SOUTH KOREA,SEOUL,,,,,,"1 040 077,91","1 043 815,84","15 470,94",13.4%,,7,7.9%,89,82,7,7.9%
Greece,SPAIN,MADRID,,,,,,"1 041 410,74","1 045 153,68","15 489,97",50.0%,,,,2,2,,
Greece,SWEDEN,STOCKHOLM,,,,,,"1 042 743,57","1 046 491,53","15 509,00",80.0%,,,,5,5,,
Greece,THAILAND,BANGKOK,,,,,,"1 044 076,40","1 047 829,37","15 528,03",8.0%,,39,1.1%,"3,685","3,646",39,1.1%
Greece,TUNISIA,TUNIS,,,,,,"1 045 409,23","1 049 167,22","15 547,06",34.4%,16,326,19.3%,"1,685","1,359",326,19.3%
Greece,TURKEY,ANKARA,,,,,,"1 046 742,06","1 050 505,07","15 566,09",47.0%,23,1645,26.6%,"6,173","4,528","1,645",26.6%
Greece,TURKEY,EDIRNE,,,,,,"1 048 074,89","1 051 842,91","15 585,11",99.6%,,297,1.5%,"19,74","19,443",297,1.5%
Greece,TURKEY,ISTANBUL,,,,,,"1 049 407,71","1 053 180,76","15 604,14",83.2%,73,3140,3.8%,"83,435","80,295","3,14",3.8%
Greece,TURKEY,IZMIR,,,,,,"1 050 740,54","1 054 518,60","15 623,17",92.4%,11,1084,3.2%,"34,045","32,961","1,084",3.2%
Greece,UKRAINE,KYIV,,,,,,"1 052 073,37","1 055 856,45","15 642,20",53.0%,5,72,4.2%,"1,718","1,646",72,4.2%
Greece,UKRAINE,MARIUPOL,,,,,,"1 053 406,20","1 057 194,30","15 661,23",38.9%,,17,6.8%,251,234,17,6.8%
Greece,UKRAINE,ODESA,,,,,,"1 054 739,03","1 058 532,14","15 680,26",33.7%,,35,4.7%,739,704,35,4.7%
Greece,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"1 056 071,86","1 059 869,99","15 699,29",29.8%,193,1810,26.9%,"6,739","4,929","1,81",26.9%
Greece,UNITED KINGDOM,LONDON,,,,,,"1 057 404,69","1 061 207,84","15 718,31",61.2%,20,60,1.0%,"6,271","6,211",60,1.0%
Greece,URUGUAY,MONTEVIDEO,,,,,,"1 058 737,51","1 062 545,68","15 737,34",,,,,2,2,,
Greece,USA,"ATLANTA, GA",,,,,,"1 060 070,34","1 063 883,53","15 756,37",22.8%,10,13,7.0%,185,172,13,7.0%
Greece,USA,"BOSTON, MA",,,,,,"1 061 403,17","1 065 221,37","15 775,40",94.6%,5,,,653,653,,
Greece,USA,"CHICAGO, IL",,,,,,"1 062 736,00","1 066 559,22","15 794,43",100.8%,8,5,0.8%,609,604,5,0.8%
Greece,USA,"HOUSTON, TX",,,,,,"1 064 068,83","1 067 897,07","15 813,46",101.1%,9,5,0.9%,585,580,5,0.9%
Greece,USA,"LOS ANGELES, CA",,,,,,"1 065 401,66","1 069 234,91","15 832,49",50.5%,14,5,0.7%,669,664,5,0.7%
Greece,USA,"NEW YORK, NY",,,,,,"1 066 734,49","1 070 572,76","15 851,51",73.0%,20,9,0.5%,"1,941","1,932",9,0.5%
Greece,USA,"SAN FRANCISCO, CA",,,,,,"1 068 067,31","1 071 910,60","15 870,54",66.4%,4,2,0.4%,557,555,2,0.4%
Greece,USA,"TAMPA, FL",,,,,,"1 069 400,14","1 073 248,45","15 889,57",56.3%,11,,,233,233,,
Greece,USA,"WASHINGTON, DC",,,,,,"1 070 732,97","1 074 586,30","15 908,60",247.4%,1011,4,0.3%,"1,568","1,564",4,0.3%
Greece,VENEZUELA,CARACAS,,,,,,"1 072 065,80","1 075 924,14","15 927,63",33.3%,,1,25.0%,4,3,1,25.0%
Greece,VIETNAM,HANOI,,,,,,"1 073 398,63","1 077 261,99","15 946,66",69.3%,,122,6.0%,"2,049","1,927",122,6.0%
Greece,ZIMBABWE,HARARE,,,,,,"1 074 731,46","1 078 599,84","15 965,69",48.3%,,51,12.8%,397,346,51,12.8%
Hungary,ALBANIA,TIRANA,,,,,,"1 076 064,29","1 079 937,68","15 984,71",81.3%,,1,0.9%,108,107,1,0.9%
Hungary,ALGERIA,ALGIERS,,,,,,"1 077 397,11","1 081 275,53","16 003,74",23.0%,,1742,64.2%,"2,713",971,"1,742",64.2%
Hungary,ANGOLA,LUANDA,,,,,,"1 078 729,94","1 082 613,37","16 022,77",24.3%,,36,49.3%,73,37,36,49.3%
Hungary,AUSTRIA,VIENNA,,,,,,"1 080 062,77","1 083 951,22","16 041,80",,,,,4,4,,
Hungary,AZERBAIJAN,BAKU,,,,,,"1 081 395,60","1 085 289,07","16 060,83",18.0%,2,261,9.3%,"2,796","2,535",261,9.3%
Hungary,BELARUS,MINSK,,,,,,"1 082 728,43","1 086 626,91","16 079,86",66.6%,2,29,0.4%,"7,533","7,504",29,0.4%
Hungary,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,"1 084 061,26","1 087 964,76","16 098,89",61.6%,,6,7.6%,79,73,6,7.6%
Hungary,BULGARIA,SOFIA,,,,,,"1 085 394,09","1 089 302,60","16 117,91",65.7%,,17,3.6%,475,458,17,3.6%
Hungary,CANADA,OTTAWA,,,,,,"1 086 726,91","1 090 640,45","16 136,94",33.9%,2,9,4.8%,188,179,9,4.8%
Hungary,CHINA,BEIJING,,,,,,"1 088 059,74","1 091 978,30","16 155,97",25.1%,,727,4.3%,"16,93","16,203",727,4.3%
Hungary,CHINA,CHONGQING,,,,,,"1 089 392,57","1 093 316,14","16 175,00",15.2%,1,66,1.4%,"4,619","4,553",66,1.4%
Hungary,CHINA,SHANGHAI,,,,,,"1 090 725,40","1 094 653,99","16 194,03",36.1%,1,652,7.3%,"8,952","8,3",652,7.3%
Hungary,CROATIA,ZAGREB,,,,,,"1 092 058,23","1 095 991,84","16 213,06",67.4%,,6,12.2%,49,43,6,12.2%
Hungary,CUBA,HAVANA,,,,,,"1 093 391,06","1 097 329,68","16 232,09",26.9%,,43,21.2%,203,160,43,21.2%
Hungary,ECUADOR,QUITO,,,,,,"1 094 723,89","1 098 667,53","16 251,11",47.2%,,7,3.8%,183,176,7,3.8%
Hungary,EGYPT,CAIRO,,,,,,"1 096 056,71","1 100 005,37","16 270,14",26.6%,12,724,25.2%,"2,872","2,148",724,25.2%
Hungary,ETHIOPIA,ADDIS ABEBA,,,,,,"1 097 389,54","1 101 343,22","16 289,17",15.6%,1,14,23.3%,60,46,14,23.3%
Hungary,GHANA,ACCRA,,,,,,"1 098 722,37","1 102 681,07","16 308,20",31.4%,,718,60.2%,"1,192",474,718,60.2%
Hungary,INDIA,MUMBAI,,,,,,"1 100 055,20","1 104 018,91","16 327,23",98.3%,2,646,5.4%,"11,909","11,263",646,5.4%
Hungary,INDIA,NEW DELHI,,,,,,"1 101 388,03","1 105 356,76","16 346,26",30.0%,,1349,13.8%,"9,795","8,446","1,349",13.8%
Hungary,INDONESIA,JAKARTA,,,,,,"1 102 720,86","1 106 694,60","16 365,29",60.5%,3,32,0.6%,"5,392","5,36",32,0.6%
Hungary,IRAN,TEHERAN,,,,,,"1 104 053,69","1 108 032,45","16 384,31",25.2%,34,512,10.1%,"5,051","4,539",512,10.1%
Hungary,IRAQ,ERBIL,,,,,,"1 105 386,51","1 109 370,30","16 403,34",27.0%,14,465,43.1%,"1,08",615,465,43.1%
Hungary,IRELAND,DUBLIN,,,,,,"1 106 719,34","1 110 708,14","16 422,37",44.0%,,13,5.6%,231,218,13,5.6%
Hungary,ISRAEL,TEL AVIV,,,,,,"1 108 052,17","1 112 045,99","16 441,40",17.5%,3,62,11.4%,545,483,62,11.4%
Hungary,JAPAN,TOKYO,,,,,,"1 109 385,00","1 113 383,84","16 460,43",29.8%,,1,0.7%,142,141,1,0.7%
Hungary,JORDAN,AMMAN,,,,,,"1 110 717,83","1 114 721,68","16 479,46",55.6%,5,204,12.9%,"1,579","1,375",204,12.9%
Hungary,KAZAKHSTAN,ALMATY,,,,,,"1 112 050,66","1 116 059,53","16 498,49",26.0%,2,737,6.1%,"11,991","11,254",737,6.1%
Hungary,KENYA,NAIROBI,,,,,,"1 113 383,49","1 117 397,37","16 517,51",19.3%,,26,9.3%,280,254,26,9.3%
Hungary,KOSOVO,PRISTINA,,,,,,"1 114 716,31","1 118 735,22","16 536,54",46.2%,,1198,29.9%,"4,013","2,815","1,198",29.9%
Hungary,KUWAIT,KUWAIT,,,,,,"1 116 049,14","1 120 073,07","16 555,57",73.6%,3,59,7.2%,822,763,59,7.2%
Hungary,LEBANON,BEIRUT,,,,,,"1 117 381,97","1 121 410,91","16 574,60",23.0%,4,169,16.9%,"1,002",833,169,16.9%
Hungary,LIBYA,TRIPOLI,,,,,,"1 118 714,80","1 122 748,76","16 593,63",80.0%,1,48,60.8%,79,31,48,60.8%
Hungary,MALAYSIA,KUALA LUMPUR,,,,,,"1 120 047,63","1 124 086,60","16 612,66",52.9%,,80,48.5%,165,85,80,48.5%
Hungary,MEXICO,MEXICO CITY,,,,,,"1 121 380,46","1 125 424,45","16 631,69",40.0%,,1,16.7%,6,5,1,16.7%
Hungary,MOLDOVA,CHISINAU,,,,,,"1 122 713,29","1 126 762,30","16 650,71",81.5%,,29,6.3%,461,432,29,6.3%
Hungary,MONGOLIA,ULAN BATOR,,,,,,"1 124 046,11","1 128 100,14","16 669,74",22.9%,,181,22.5%,805,624,181,22.5%
Hungary,MOROCCO,RABAT,,,,,,"1 125 378,94","1 129 437,99","16 688,77",31.5%,6,194,37.5%,517,323,194,37.5%
Hungary,NIGERIA,ABUJA,,,,,,"1 126 711,77","1 130 775,84","16 707,80",24.2%,1,547,52.2%,"1,047",500,547,52.2%
Hungary,NORTH MACEDONIA,SKOPJE,,,,,,"1 128 044,60","1 132 113,68","16 726,83",48.7%,,1,2.5%,40,39,1,2.5%
Hungary,PAKISTAN,ISLAMABAD,,,,,,"1 129 377,43","1 133 451,53","16 745,86",24.5%,8,1013,47.4%,"2,135","1,122","1,013",47.4%
Hungary,PERU,LIMA,,,,,,"1 130 710,26","1 134 789,37","16 764,89",50.0%,,,,4,4,,
Hungary,PHILIPPINES,MANILA,,,,,,"1 132 043,09","1 136 127,22","16 783,91",56.9%,,35,5.6%,625,590,35,5.6%
Hungary,PORTUGAL,LISBON,,,,,,"1 133 375,91","1 137 465,07","16 802,94",,,1,50.0%,2,1,1,50.0%
Hungary,QATAR,DOHA,,,,,,"1 134 708,74","1 138 802,91","16 821,97",77.7%,2,244,12.3%,"1,982","1,738",244,12.3%
Hungary,ROMANIA,BUCHAREST,,,,,,"1 136 041,57","1 140 140,76","16 841,00",39.1%,1,38,10.8%,351,313,38,10.8%
Hungary,RUSSIAN FEDERATION,KAZAN,,,,,,"1 137 374,40","1 141 478,60","16 860,03",55.5%,,11,0.3%,"4,102","4,091",11,0.3%
Hungary,RUSSIAN FEDERATION,MOSCOW,,,,,,"1 138 707,23","1 142 816,45","16 879,06",50.0%,5,755,1.6%,"47,873","47,118",755,1.6%
Hungary,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"1 140 040,06","1 144 154,30","16 898,09",65.1%,1,5,0.2%,"2,47","2,465",5,0.2%
Hungary,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,"1 141 372,89","1 145 492,14","16 917,11",45.4%,,47,0.5%,"9,65","9,603",47,0.5%
Hungary,SAUDI ARABIA,RIYADH,,,,,,"1 142 705,71","1 146 829,99","16 936,14",86.2%,3,278,15.3%,"1,821","1,543",278,15.3%
Hungary,SERBIA,BELGRADE,,,,,,"1 144 038,54","1 148 167,84","16 955,17",85.0%,12,29,2.2%,"1,31","1,281",29,2.2%
Hungary,SERBIA,SUBOTICA,,,,,,"1 145 371,37","1 149 505,68","16 974,20",40.0%,1,,,21,21,,
Hungary,SINGAPORE,SINGAPORE,,,,,,"1 146 704,20","1 150 843,53","16 993,23",28.3%,,9,1.0%,883,874,9,1.0%
Hungary,SLOVAKIA,BRATISLAVA,,,,,,"1 148 037,03","1 152 181,37","17 012,26",,,1,100.0%,1,,1,100.0%
Hungary,SOUTH AFRICA,PRETORIA,,,,,,"1 149 369,86","1 153 519,22","17 031,29",67.4%,2,48,2.8%,"1,729","1,681",48,2.8%
Hungary,SOUTH KOREA,SEOUL,,,,,,"1 150 702,69","1 154 857,07","17 050,31",16.2%,,5,6.8%,73,68,5,6.8%
Hungary,TAIWAN,TAIPEI,,,,,,"1 152 035,51","1 156 194,91","17 069,34",44.0%,,1,3.8%,26,25,1,3.8%
Hungary,THAILAND,BANGKOK,,,,,,"1 153 368,34","1 157 532,76","17 088,37",19.6%,,58,2.8%,"2,069","2,011",58,2.8%
Hungary,TUNISIA,TUNIS,,,,,,"1 154 701,17","1 158 870,60","17 107,40",21.7%,5,96,24.8%,387,291,96,24.8%
Hungary,TURKEY,ANKARA,,,,,,"1 156 034,00","1 160 208,45","17 126,43",76.5%,5,330,4.6%,"7,13","6,8",330,4.6%
Hungary,TURKEY,ISTANBUL,,,,,,"1 157 366,83","1 161 546,30","17 145,46",89.5%,28,1339,6.6%,"20,212","18,873","1,339",6.6%
Hungary,UKRAINE,BEREHOVE,,,,,,"1 158 699,66","1 162 884,14","17 164,49",87.5%,,155,6.3%,"2,445","2,29",155,6.3%
Hungary,UKRAINE,KYIV,,,,,,"1 160 032,49","1 164 221,99","17 183,51",54.5%,1,47,3.7%,"1,284","1,237",47,3.7%
Hungary,UKRAINE,UZHHOROD,,,,,,"1 161 365,31","1 165 559,84","17 202,54",94.7%,13,40,1.0%,"4,099","4,059",40,1.0%
Hungary,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"1 162 698,14","1 166 897,68","17 221,57",53.7%,3,800,20.0%,"4,007","3,207",800,20.0%
Hungary,UNITED KINGDOM,LONDON,,,,,,"1 164 030,97","1 168 235,53","17 240,60",53.6%,6,66,5.5%,"1,198","1,132",66,5.5%
Hungary,USA,"CHICAGO, IL",,,,,,"1 165 363,80","1 169 573,37","17 259,63",96.7%,1,3,1.2%,243,240,3,1.2%
Hungary,USA,"LOS ANGELES, CA",,,,,,"1 166 696,63","1 170 911,22","17 278,66",17.9%,1,3,1.3%,239,236,3,1.3%
Hungary,USA,"NEW YORK, NY",,,,,,"1 168 029,46","1 172 249,07","17 297,69",23.0%,2,7,1.7%,422,415,7,1.7%
Hungary,USA,"WASHINGTON, DC",,,,,,"1 169 362,29","1 173 586,91","17 316,71",72.2%,,3,1.3%,240,237,3,1.3%
Hungary,UZBEKISTAN,TASHKENT,,,,,,"1 170 695,11","1 174 924,76","17 335,74",12.3%,2,398,29.5%,"1,351",953,398,29.5%
Hungary,VIETNAM,HANOI,,,,,,"1 172 027,94","1 176 262,60","17 354,77",11.0%,2,75,9.2%,812,737,75,9.2%
Hungary,VIETNAM,HO CHI MINH,,,,,,"1 173 360,77","1 177 600,45","17 373,80",9.0%,1,210,13.0%,"1,616","1,406",210,13.0%
